,First_pokemon,Second_pokemon,Winner
14670,520,561,561
14671,146,147,146
14672,427,378,427
14673,674,312,312
14674,701,471,701
14675,670,713,713
14676,303,302,302
14677,64,596,596
14678,49,364,49
14679,434,649,649
14680,373,187,373
14681,682,489,489
14682,153,652,652
14683,381,182,381
14684,200,393,200
14685,440,334,334
14686,79,539,539
14687,39,434,39
14688,529,32,529
14689,342,555,555
14690,165,135,135
14691,580,316,580
14692,351,19,19
14693,38,578,38
14694,198,22,22
14695,332,566,566
14696,636,187,636
14697,30,65,65
14698,205,594,594
14699,567,459,567
14700,208,183,183
14701,447,711,711
14702,23,596,596
14703,445,380,380
14704,596,696,596
14705,223,404,223
14706,334,13,334
14707,152,257,257
14708,599,573,573
14709,265,457,457
14710,251,447,251
14711,219,347,347
14712,412,350,350
14713,140,158,140
14714,103,625,625
14715,481,533,481
14716,526,372,372
14717,20,669,20
14718,478,614,614
14719,306,389,389
14720,710,471,471
14721,72,212,212
14722,177,140,177
14723,205,691,691
14724,439,717,717
14725,377,284,284
14726,317,528,528
14727,369,99,99
14728,528,347,528
14729,417,129,417
14730,341,717,717
14731,680,368,368
14732,149,92,92
14733,414,179,414
14734,282,380,380
14735,283,150,150
14736,208,300,300
14737,652,155,155
14738,115,65,65
14739,479,399,479
14740,611,715,715
14741,312,512,512
14742,252,675,252
14743,605,525,605
14744,602,303,602
14745,160,686,160
14746,717,303,717
14747,576,511,576
14748,111,549,549
14749,426,256,426
14750,316,126,126
14751,498,180,180
14752,339,284,284
14753,415,573,573
14754,90,487,487
14755,606,280,280
14756,360,589,360
14757,615,310,310
14758,114,204,204
14759,156,360,156
14760,413,717,717
14761,710,353,710
14762,299,282,282
14763,505,518,505
14764,3,525,3
14765,570,658,658
14766,531,345,531
14767,545,460,545
14768,520,407,407
14769,473,39,473
14770,363,579,579
14771,376,202,376
14772,507,354,354
14773,167,33,33
14774,236,330,330
14775,606,107,107
14776,245,708,245
14777,340,411,340
14778,672,146,146
14779,249,591,249
14780,153,429,429
14781,710,203,203
14782,413,23,23
14783,150,547,150
14784,565,394,394
14785,311,388,388
14786,216,103,103
14787,145,678,678
14788,90,575,575
14789,466,136,466
14790,281,256,256
14791,473,181,473
14792,464,300,300
14793,425,275,275
14794,422,288,288
14795,39,691,39
14796,86,329,329
14797,310,535,310
14798,211,441,441
14799,340,129,340
14800,425,490,490
14801,402,290,402
14802,424,458,424
14803,707,293,707
14804,349,402,402
14805,690,341,341
14806,688,232,232
14807,535,382,382
14808,507,499,507
14809,607,144,144
14810,443,527,527
14811,490,70,490
14812,3,68,3
14813,14,475,475
14814,457,264,264
14815,655,345,655
14816,296,546,296
14817,306,6,6
14818,655,560,655
14819,460,714,460
14820,12,128,128
14821,187,581,581
14822,601,500,601
14823,241,508,241
14824,614,118,118
14825,167,711,711
14826,503,383,383
14827,509,106,106
14828,411,354,354
14829,542,101,101
14830,664,681,681
14831,166,590,166
14832,563,525,563
14833,282,425,282
14834,150,377,150
14835,13,450,13
14836,213,543,543
14837,375,428,428
14838,637,190,637
14839,91,632,632
14840,106,85,85
14841,490,149,490
14842,350,42,42
14843,225,129,129
14844,247,272,272
14845,11,189,189
14846,483,222,483
14847,478,657,657
14848,208,380,208
14849,271,581,581
14850,394,230,230
14851,620,548,620
14852,485,166,166
14853,241,517,241
14854,477,124,124
14855,577,29,29
14856,324,543,324
14857,618,264,264
14858,166,647,647
14859,560,247,560
14860,272,154,154
14861,2,175,2
14862,386,719,386
14863,524,292,292
14864,350,98,350
14865,24,127,127
14866,45,619,619
14867,296,551,551
14868,143,384,384
14869,310,542,310
14870,645,272,645
14871,360,358,358
14872,451,121,121
14873,449,485,485
14874,498,386,386
14875,369,603,369
14876,525,101,525
14877,33,259,33
14878,290,413,290
14879,340,150,150
14880,710,2,2
14881,687,705,687
14882,525,270,270
14883,98,68,68
14884,287,36,36
14885,484,21,484
14886,9,648,648
14887,433,314,314
14888,267,228,228
14889,161,494,494
14890,158,294,294
14891,528,109,528
14892,39,472,472
14893,301,538,301
14894,94,50,94
14895,554,381,381
14896,13,436,13
14897,519,344,344
14898,493,145,493
14899,622,710,710
14900,1,339,339
14901,280,117,117
14902,136,242,136
14903,604,62,62
14904,107,663,663
14905,197,30,197
14906,140,374,140
14907,534,386,386
14908,150,360,150
14909,381,294,381
14910,199,370,199
14911,508,610,508
14912,225,617,617
14913,127,72,127
14914,150,410,150
14915,302,24,24
14916,320,188,188
14917,333,406,406
14918,502,317,502
14919,545,646,545
14920,4,382,382
14921,680,562,562
14922,302,645,645
14923,72,686,72
14924,394,462,462
14925,208,502,502
14926,536,428,428
14927,169,6,169
14928,439,532,439
14929,479,87,479
14930,57,204,57
14931,640,87,640
14932,566,192,566
14933,448,648,448
14934,308,64,64
14935,58,6,6
14936,427,693,427
14937,255,288,288
14938,247,656,656
14939,638,260,638
14940,479,671,479
14941,204,534,534
14942,233,624,624
14943,18,685,18
14944,349,700,700
14945,50,241,241
14946,351,417,417
14947,711,441,441
14948,146,506,146
14949,277,214,277
14950,14,711,711
14951,383,142,142
14952,671,541,671
14953,616,354,354
14954,668,517,668
14955,161,325,325
14956,448,434,448
14957,505,413,505
14958,510,399,510
14959,476,563,476
14960,539,355,355
14961,92,381,381
14962,399,513,513
14963,621,671,671
14964,105,257,257
14965,229,387,229
14966,564,500,500
14967,81,136,136
14968,695,384,384
14969,649,413,649
14970,248,165,248
14971,668,248,248
14972,632,606,632
14973,386,377,386
14974,1,587,587
14975,660,415,415
14976,14,477,477
14977,569,629,569
14978,247,614,247
14979,86,1,1
14980,520,510,510
14981,561,487,561
14982,603,719,719
14983,158,665,158
14984,16,351,351
14985,95,656,656
14986,416,235,416
14987,561,4,561
14988,173,216,216
14989,119,517,119
14990,358,648,648
14991,293,309,309
14992,659,90,659
14993,625,327,625
14994,507,393,507
14995,581,316,581
14996,552,4,552
14997,429,693,429
14998,584,580,584
14999,20,101,101
15000,6,357,6
15001,465,84,84
15002,629,491,491
15003,118,688,118
15004,15,326,15
15005,648,26,648
15006,337,592,337
15007,32,644,644
15008,250,667,250
15009,487,435,487
15010,212,520,212
15011,646,280,646
15012,399,474,474
15013,638,678,638
15014,142,237,142
15015,231,94,94
15016,17,294,17
15017,335,497,497
15018,697,352,697
15019,638,345,638
15020,339,498,339
15021,260,470,470
15022,322,228,228
15023,453,208,208
15024,479,504,504
15025,192,707,707
15026,657,385,385
15027,703,307,307
15028,370,668,668
15029,478,321,321
15030,492,380,492
15031,201,32,32
15032,680,367,367
15033,690,95,95
15034,85,331,85
15035,710,323,710
15036,663,266,663
15037,241,382,241
15038,179,324,179
15039,331,22,22
15040,500,381,381
15041,613,527,527
15042,497,215,215
15043,304,220,220
15044,65,106,65
15045,58,618,58
15046,47,162,162
15047,721,229,229
15048,310,112,112
15049,710,6,6
15050,698,324,698
15051,489,565,489
15052,403,488,488
15053,537,33,537
15054,70,164,164
15055,561,512,512
15056,409,322,409
15057,251,97,251
15058,692,536,536
15059,112,524,112
15060,148,642,642
15061,394,596,596
15062,130,218,130
15063,359,553,359
15064,719,543,543
15065,260,66,260
15066,711,658,658
15067,116,531,116
15068,428,475,428
15069,586,636,586
15070,654,622,622
15071,471,538,471
15072,302,261,261
15073,211,453,211
15074,331,255,255
15075,619,713,619
15076,137,608,608
15077,684,215,215
15078,19,1,19
15079,307,482,482
15080,69,236,69
15081,505,3,3
15082,433,299,433
15083,212,676,676
15084,75,74,75
15085,191,399,399
15086,692,448,448
15087,312,66,312
15088,429,386,429
15089,584,195,584
15090,607,484,484
15091,688,144,144
15092,586,335,586
15093,409,290,409
15094,645,489,645
15095,673,679,679
15096,323,249,249
15097,11,303,303
15098,72,580,72
15099,549,542,542
15100,432,106,432
15101,323,482,482
15102,130,221,130
15103,258,136,136
15104,400,463,400
15105,622,286,622
15106,48,470,470
15107,436,601,601
15108,385,401,385
15109,263,265,263
15110,14,254,254
15111,65,145,65
15112,171,644,644
15113,461,322,461
15114,492,272,492
15115,472,498,472
15116,707,150,150
15117,136,285,136
15118,386,267,386
15119,545,229,229
15120,45,195,45
15121,99,378,99
15122,242,378,242
15123,324,365,365
15124,699,285,699
15125,218,567,567
15126,131,591,131
15127,198,72,198
15128,136,504,136
15129,528,112,112
15130,516,100,516
15131,19,460,19
15132,560,160,160
15133,554,134,134
15134,205,177,205
15135,86,201,201
15136,567,321,567
15137,584,492,492
15138,31,158,31
15139,194,675,675
15140,594,499,594
15141,515,684,515
15142,224,640,640
15143,120,101,101
15144,408,57,57
15145,306,183,306
15146,174,491,491
15147,479,238,479
15148,376,270,376
15149,272,331,272
15150,200,144,144
15151,342,447,447
15152,359,310,310
15153,664,479,479
15154,319,627,319
15155,466,145,145
15156,571,166,571
15157,90,332,332
15158,712,228,228
15159,173,179,179
15160,317,257,257
15161,308,103,308
15162,615,311,615
15163,193,499,193
15164,10,43,10
15165,706,699,706
15166,455,177,177
15167,13,353,13
15168,191,431,431
15169,537,245,245
15170,635,26,26
15171,173,658,658
15172,81,337,337
15173,16,115,115
15174,74,533,533
15175,257,452,257
15176,373,539,373
15177,642,644,642
15178,697,336,697
15179,619,29,619
15180,384,449,384
15181,64,254,254
15182,238,309,309
15183,176,380,176
15184,327,634,327
15185,187,699,699
15186,350,207,207
15187,383,135,383
15188,603,571,571
15189,277,58,277
15190,701,438,701
15191,551,559,551
15192,131,224,131
15193,534,471,471
15194,592,222,592
15195,163,91,91
15196,371,33,33
15197,94,160,94
15198,207,14,207
15199,655,538,655
15200,619,511,619
15201,322,108,322
15202,289,89,289
15203,172,249,249
15204,708,425,425
15205,190,254,254
15206,534,308,308
15207,323,513,323
15208,542,395,542
15209,575,501,575
15210,680,13,680
15211,479,696,479
15212,206,479,479
15213,653,284,284
15214,120,501,120
15215,669,581,581
15216,543,413,413
15217,596,163,596
15218,433,278,278
15219,293,228,228
15220,423,700,700
15221,280,379,379
15222,227,372,227
15223,248,288,288
15224,3,547,547
15225,102,236,102
15226,38,481,38
15227,713,523,523
15228,411,44,44
15229,26,260,26
15230,467,100,100
15231,501,409,409
15232,247,104,247
15233,499,641,641
15234,576,200,200
15235,563,546,546
15236,206,426,426
15237,706,321,706
15238,706,641,641
15239,394,288,288
15240,549,379,549
15241,11,121,121
15242,6,303,6
15243,211,558,211
15244,719,342,719
15245,313,572,313
15246,659,545,545
15247,270,310,310
15248,242,420,242
15249,487,444,487
15250,643,413,643
15251,394,721,721
15252,142,602,142
15253,483,635,635
15254,510,149,510
15255,512,127,127
15256,137,529,529
15257,513,90,513
15258,447,137,447
15259,294,431,431
15260,318,157,157
15261,325,374,325
15262,595,555,555
15263,647,571,647
15264,61,251,251
15265,350,361,350
15266,662,370,370
15267,24,192,24
15268,281,209,281
15269,211,24,211
15270,258,461,461
15271,491,479,479
15272,440,215,215
15273,656,347,347
15274,159,254,254
15275,497,687,497
15276,396,52,52
15277,655,167,655
15278,118,532,118
15279,338,377,338
15280,166,413,166
15281,160,414,160
15282,310,624,310
15283,164,640,640
15284,200,276,276
15285,326,588,326
15286,385,303,385
15287,650,606,606
15288,413,520,520
15289,688,78,78
15290,614,467,467
15291,656,33,656
15292,176,257,257
15293,426,278,278
15294,138,679,138
15295,609,568,609
15296,121,67,121
15297,711,486,486
15298,374,401,374
15299,596,308,596
15300,541,452,452
15301,254,601,254
15302,676,445,676
15303,632,460,632
15304,479,185,479
15305,445,522,445
15306,602,291,291
15307,384,557,384
15308,642,475,642
15309,162,226,162
15310,335,445,445
15311,136,382,382
15312,497,512,497
15313,230,144,144
15314,206,142,142
15315,595,377,595
15316,145,481,145
15317,105,697,697
15318,565,163,565
15319,637,680,680
15320,203,288,288
15321,437,383,383
15322,88,543,88
15323,382,48,382
15324,392,383,392
15325,193,272,193
15326,229,526,526
15327,670,384,670
15328,402,162,162
15329,584,232,584
15330,535,327,535
15331,236,468,468
15332,257,153,257
15333,616,289,289
15334,469,321,469
15335,534,193,193
15336,411,191,191
15337,460,660,460
15338,694,579,579
15339,554,194,554
15340,67,539,539
15341,428,77,428
15342,658,374,658
15343,362,540,362
15344,335,100,100
15345,682,479,479
15346,522,317,522
15347,218,455,455
15348,645,412,645
15349,115,292,292
15350,96,527,527
15351,142,549,142
15352,581,699,581
15353,184,702,702
15354,532,711,711
15355,531,66,531
15356,327,191,327
15357,145,196,196
15358,273,341,341
15359,698,46,698
15360,450,2,2
15361,318,59,59
15362,540,221,221
15363,214,512,512
15364,14,251,251
15365,449,699,699
15366,553,700,553
15367,96,470,470
15368,704,598,704
15369,524,10,524
15370,716,525,716
15371,418,237,418
15372,617,586,617
15373,583,425,425
15374,611,223,611
15375,682,510,510
15376,113,7,113
15377,218,444,444
15378,285,257,257
15379,294,462,462
15380,596,267,596
15381,238,230,230
15382,657,214,657
15383,102,334,334
15384,47,9,9
15385,44,12,12
15386,463,24,24
15387,518,70,70
15388,372,93,93
15389,616,342,342
15390,174,163,163
15391,234,228,234
15392,322,523,523
15393,638,704,638
15394,673,254,254
15395,377,594,594
15396,667,639,639
15397,575,382,382
15398,254,198,254
15399,323,711,711
15400,268,130,130
15401,177,501,177
15402,589,248,248
15403,279,152,279
15404,245,655,655
15405,85,328,85
15406,291,638,291
15407,447,90,447
15408,259,311,311
15409,190,32,190
15410,200,541,200
15411,350,210,350
15412,232,255,232
15413,110,422,110
15414,648,479,648
15415,681,219,681
15416,173,185,185
15417,350,108,350
15418,485,719,719
15419,219,614,614
15420,659,332,659
15421,506,535,535
15422,654,85,85
15423,719,1,719
15424,25,618,618
15425,303,49,49
15426,349,189,189
15427,388,236,388
15428,360,659,659
15429,65,150,150
15430,617,354,617
15431,211,680,211
15432,479,99,479
15433,142,245,142
15434,642,292,642
15435,263,554,263
15436,208,400,400
15437,582,479,479
15438,481,250,250
15439,212,674,212
15440,648,304,648
15441,309,77,77
15442,505,545,545
15443,148,659,148
15444,214,281,214
15445,456,490,490
15446,164,301,301
15447,467,510,510
15448,160,531,160
15449,534,295,295
15450,599,357,357
15451,61,710,61
15452,573,189,573
15453,662,319,319
15454,260,106,106
15455,402,191,402
15456,373,336,373
15457,362,614,362
15458,557,247,557
15459,449,669,669
15460,635,382,635
15461,51,232,51
15462,205,477,477
15463,236,295,295
15464,576,208,576
15465,628,117,117
15466,575,488,488
15467,195,689,689
15468,357,339,339
15469,433,427,427
15470,678,267,678
15471,296,478,478
15472,55,205,55
15473,453,164,164
15474,11,554,554
15475,31,157,157
15476,345,469,469
15477,248,442,248
15478,197,186,186
15479,694,716,716
15480,208,408,408
15481,296,678,678
15482,649,589,649
15483,216,611,611
15484,81,542,542
15485,721,611,721
15486,573,105,573
15487,583,270,583
15488,682,413,413
15489,261,440,261
15490,535,303,535
15491,331,227,227
15492,462,660,660
15493,665,359,359
15494,513,412,513
15495,641,628,641
15496,682,124,124
15497,520,47,520
15498,457,198,198
15499,571,108,571
15500,441,400,441
15501,341,611,611
15502,303,382,382
15503,296,150,150
15504,348,303,303
15505,658,597,658
15506,175,202,202
15507,319,473,319
15508,623,32,32
15509,479,303,479
15510,342,419,419
15511,112,672,672
15512,226,535,226
15513,329,356,329
15514,105,33,33
15515,408,479,479
15516,179,131,131
15517,273,258,258
15518,373,587,587
15519,150,422,150
15520,424,685,424
15521,270,230,230
15522,257,364,257
15523,182,275,275
15524,694,226,226
15525,244,363,244
15526,381,128,128
15527,193,545,545
15528,646,18,18
15529,70,443,70
15530,394,670,670
15531,38,462,38
15532,447,153,153
15533,648,444,648
15534,411,26,26
15535,635,102,635
15536,161,232,232
15537,173,142,142
15538,621,256,256
15539,68,577,68
15540,472,445,472
15541,381,590,381
15542,374,139,139
15543,676,391,676
15544,379,346,379
15545,509,122,509
15546,658,306,658
15547,205,30,30
15548,514,63,514
15549,492,250,492
15550,35,6,6
15551,310,372,310
15552,292,395,395
15553,537,494,494
15554,200,585,585
15555,495,447,495
15556,542,171,542
15557,510,664,510
15558,493,418,493
15559,671,638,638
15560,379,412,379
15561,276,435,276
15562,354,488,488
15563,457,541,457
15564,90,385,385
15565,314,630,314
15566,596,658,658
15567,131,640,640
15568,491,54,491
15569,110,343,110
15570,638,588,638
15571,641,531,641
15572,107,680,680
15573,92,507,507
15574,16,562,562
15575,174,582,582
15576,616,471,471
15577,179,713,179
15578,645,191,645
15579,681,181,681
15580,692,233,233
15581,152,97,97
15582,464,667,464
15583,66,69,69
15584,395,145,145
15585,659,84,84
15586,213,335,335
15587,372,179,372
15588,208,365,365
15589,337,334,334
15590,538,147,147
15591,355,445,445
15592,6,97,6
15593,214,683,214
15594,177,406,177
15595,157,712,157
15596,10,163,163
15597,56,478,478
15598,382,658,658
15599,11,646,646
15600,287,453,453
15601,691,443,691
15602,426,484,484
15603,617,411,617
15604,365,443,365
15605,519,153,153
15606,336,11,336
15607,258,152,152
15608,404,350,350
15609,397,289,289
15610,683,46,683
15611,254,258,254
15612,308,435,435
15613,160,437,160
15614,6,693,6
15615,265,394,394
15616,312,318,312
15617,603,520,520
15618,142,610,142
15619,369,595,595
15620,261,715,715
15621,150,240,150
15622,340,174,340
15623,232,521,521
15624,180,89,89
15625,688,280,688
15626,21,601,601
15627,54,625,625
15628,402,210,402
15629,445,57,445
15630,638,520,638
15631,97,399,97
15632,485,711,485
15633,235,94,94
15634,91,11,91
15635,429,343,429
15636,165,368,165
15637,698,319,319
15638,30,378,30
15639,219,624,624
15640,206,81,81
15641,359,140,359
15642,535,475,475
15643,547,282,547
15644,185,481,481
15645,660,518,660
15646,269,373,373
15647,127,709,127
15648,656,573,573
15649,32,398,398
15650,133,152,133
15651,400,437,400
15652,507,713,507
15653,136,622,622
15654,6,594,6
15655,479,368,479
15656,365,656,656
15657,53,616,53
15658,43,624,624
15659,150,308,150
15660,482,263,482
15661,664,386,386
15662,41,265,41
15663,698,306,306
15664,291,260,291
15665,250,438,250
15666,489,251,251
15667,28,178,178
15668,567,517,567
15669,412,359,359
15670,75,321,321
15671,719,366,719
15672,531,648,648
15673,576,635,635
15674,70,43,70
15675,661,557,661
15676,269,130,130
